clean,hashtags,anger,anticipation,disgust,fear,joy,love,optimism,pessimism,sadness,surprise,trust,freq_anger,bi_anger,freq_anticipation,bi_anticipation,freq_disgust,bi_disgust,freq_fear,bi_fear,freq_joy,bi_joy,freq_love,bi_love,freq_optimism,bi_optimism,freq_pessimism,bi_pessimism,freq_sadness,bi_sadness,freq_surprise,bi_surprise,freq_trust,bi_trust
1johndes ball watching amp rojo header equally dreadful,[],1,0,1,1,0,0,0,0,1,0,0,0.020595807282089002,0.00033936103165753623,0.016411870503597124,0.0,0.021447399952072854,0.0003299863291377929,0.02127211457455771,0.0006861399725544013,0.024679047737753958,0.0,0.017224246439218285,0.0,0.020600353148911125,0.0,0.012033694344163657,0.0,0.021851289833080427,0.000427715996578272,0.014977533699450825,0.0,0.0173204279164544,0.0
want dad play kick baby little one southpark mellogang edm plur dad djlife producer,"['southpark', 'mellogang', 'edm', 'plur', 'dad', 'djlife', 'dj', 'producer']",0,1,0,0,1,0,1,0,0,0,1,0.0245188181929631,0.0,0.03259892086330936,0.0029291154071470413,0.023963575365444526,0.0,0.018323504633529906,0.0,0.034401096846566136,0.0013053519429661613,0.027823782709506466,0.0021981738248224546,0.03163625662154209,0.0015952877653699839,0.022864019253910954,0.0,0.026403641881638847,6.110228522546743e-05,0.011482775836245632,0.0,0.027508914926133464,0.0040777917189460475
dear everyone hssu stop walking phones smile wave smile wave back,[],0,0,0,0,0,0,0,0,1,0,0,0.018266519553757507,0.0,0.017535971223021585,0.0,0.018931224538701177,0.0,0.013479359730412806,0.0,0.036270721675183845,0.0,0.043723087114938726,0.0,0.03766921718658034,0.0,0.00992779783393502,0.0,0.017905918057663128,0.0007332274227056092,0.00599101347978033,0.0,0.016811003565970456,0.0
tanzynia sadly david longer imagine together wow,[],0,0,0,0,1,0,0,0,1,0,0,0.004658575456662989,0.0,0.004946043165467626,0.0,0.005871075964533909,0.0,0.004212299915754002,0.0,0.006730649383023807,0.0003012350637614218,0.004637297118251077,0.0,0.004708652148322542,0.0,0.006618531889290013,0.0,0.011229135053110774,0.0003666137113528046,0.00798801797304044,0.0,0.003565970453387672,0.0
outrage black man kills another black man streets,[],1,0,1,0,0,0,0,0,0,0,0,0.033835969106289075,0.0008241625054540166,0.009442446043165468,0.0,0.03079319434459622,0.0008013953707632113,0.012426284751474306,0.0002940599882376005,0.015206281939424155,0.0002008233758409479,0.008280887711162636,0.0,0.013537374926427311,0.00024542888697999754,0.013838748495788207,0.0002991325157044571,0.02139605462822458,0.00030551142612733715,0.00399400898652022,0.0,0.008660213958227202,0.0
completely blown away evanoblezada alistairbrammer jonjonbriones cast misssaigonuk tonight fathomevents speechless,"['fathomevents', 'speechless']",0,0,0,0,1,0,0,0,1,1,0,0.0071104572759592985,0.0,0.006969424460431655,0.00023432923257176333,0.005990893841361131,0.0,0.005054759898904802,0.0,0.009971332419294529,0.0011045285671252133,0.004306061609804571,0.0,0.007798705120659211,0.0007362866609399926,0.006618531889290012,0.0,0.011229135053110776,0.0012220457045093486,0.00998502246630055,0.003636363636363637,0.004584819154355578,0.0003136762860727729
feel like singing song human sadness julian cassablancas voidz sad music depression sad sadness,"['depression', 'sad', 'sadness']",0,0,0,0,0,0,0,1,1,0,0,0.039597891381635414,0.0002908808842778882,0.02180755395683453,0.000351493848857645,0.04888569374550683,0.0003771272333003347,0.03306655433866891,0.000588119976475201,0.03664464664090739,0.0003012350637614218,0.030142431268632,0.0,0.0372277810476751,0.0003067861087249969,0.10018050541516246,0.0037391564463057137,0.1119878603945372,0.0018330685567640222,0.020469296055916127,0.0006611570247933885,0.023433520122261842,0.0
another fun fact afraid,[],0,0,0,1,1,0,0,0,0,0,0,0.007233051366924115,0.0,0.005620503597122302,0.0,0.007907979870596694,0.0,0.016849199663016005,0.0002940599882376005,0.010594540695500436,0.0001506175318807109,0.0076184166942696255,0.0,0.009417304296645085,0.0,0.007821901323706379,0.0,0.008042488619119879,0.0,0.0034947578632051925,0.0,0.006113092205807438,0.0
sxmurbanview karenhunter cousinsyl wrong needed levity recording,[],1,0,1,0,0,0,0,0,0,0,0,0.0031874463650852034,0.0002908808842778882,0.003597122302158273,0.0,0.0033549005511622335,0.00028284542497525106,0.0014743049705139006,0.0,0.0029913997257883587,0.00010041168792047395,0.0023186485591255384,0.00033818058843422386,0.003531489111241907,6.135722174499939e-05,0.0018050541516245488,0.0,0.0018209408194233686,0.0,0.0024962556165751375,0.0,0.003565970453387672,0.0
bring interview hospital tho seenoevilmonkey seenoevilmonkey nervous,['nervous'],0,0,0,1,0,0,0,1,1,0,0,0.005516734093416698,9.696029475929607e-05,0.010791366906474819,0.0005858230814294083,0.0050323508267433505,9.428180832508368e-05,0.025063184498736308,0.0007841599686336013,0.008350990901159167,0.0001506175318807109,0.0029811195760185492,0.00016909029421711193,0.007504414361389052,0.00036814333046999634,0.012635379061371842,0.0011965300628178283,0.008497723823975721,0.0004888182818037394,0.0044932601098352475,0.0,0.0025471217524197657,0.0
ijuvia \n\nhearing noises akame opened eyes sat facing juvia expect see someone around staid,[],0,0,0,0,0,0,0,0,0,0,0,0.019124678190511217,9.696029475929607e-05,0.01506294964028777,0.0,0.01833213515456506,0.0001414227124876255,0.015374894692502104,0.00019603999215840032,0.01782375669948897,5.0205843960236973e-05,0.014243126863199736,0.0,0.01868746321365509,6.135722174499939e-05,0.015342960288808665,0.00014956625785222854,0.01836115326251897,0.0,0.010484273589615577,0.0,0.008660213958227202,0.0
jovial trump ass king publicly told crowd need always nigger fucktrump,['FuckTrump'],1,0,1,0,0,0,0,0,1,0,0,0.02586735319357607,0.00048480147379648033,0.011915467625899281,0.0,0.026000479271507306,0.0004714090416254185,0.015374894692502108,0.0,0.019693381528106693,0.0,0.013580655846306723,0.0,0.01971748087110065,0.0,0.01684717208182912,0.0,0.021244309559939303,0.0006110228522546743,0.008487269096355467,0.0,0.0163015792154865,0.0
ggreenwald supposed animosity bullshit con iranians,[],1,0,1,0,0,0,0,0,0,0,0,0.0031874463650852034,0.00024240073689824016,0.0011241007194244604,0.0,0.0029954469206805653,0.0002357045208127092,0.0008424599831508003,0.0,0.00037392496572354484,0.0,0.0,0.0,0.0007357268981753973,0.0,0.00210589651022864,0.0,0.0009104704097116844,0.0,0.0004992511233150275,0.0,0.0,0.0
wearing yellow today bring little sunshine gloomy day yourewelcome,['yourewelcome'],0,0,0,0,1,0,1,0,1,0,0,0.016305014098320463,0.0,0.015512589928057555,0.0,0.0164150491253295,0.0,0.013479359730412805,0.0,0.03577215505421912,0.0005522642835626067,0.029148724743292484,0.00016909029421711193,0.03237198351971748,0.0006135722174499938,0.017749699157641397,0.00014956625785222854,0.027314112291350535,0.0005499205670292069,0.009485771342985522,0.0,0.016811003565970453,0.0
sure burning looting really positively impact community,[],1,0,1,0,0,0,0,1,1,0,0,0.015324261370601939,0.00038784117903718426,0.012589928057553958,0.00011716461628588167,0.015815959741193385,0.00042426813746287664,0.013900589721988207,9.801999607920016e-05,0.011217748971706343,0.0,0.0076184166942696255,0.0,0.009858740435550324,0.0,0.014440433212996392,0.0008973975471133713,0.015933232169954476,0.000427715996578272,0.008487269096355466,0.0,0.0056036678553234845,0.0
yourkarma reaching hope contact technical issues severely lacking badkarma unhappy,"['badkarma', 'unhappy']",0,0,1,0,0,0,0,0,1,0,0,0.0087041804585019,0.0,0.003821942446043165,0.0,0.009825065899832255,0.00042426813746287664,0.004001684919966302,0.0,0.004861024554406082,0.0,0.004306061609804571,0.0,0.006915832842848734,0.0,0.009626955475330927,0.0,0.013808801213960546,0.0005499205670292069,0.002995506739890165,0.0,0.0020376974019358125,0.0
corbettbarr pjrvs brianclark true spitting venom still bitter stripe like old man yelling porch,[],1,0,1,0,0,0,0,0,1,0,0,0.0490376363859262,0.0007756823580743685,0.01955935251798561,0.0,0.04936496525281573,0.0007071135624381276,0.028011794439764114,0.0,0.031160413810295398,5.0205843960236973e-05,0.019874130506790325,0.0,0.030017657445556206,0.0,0.035499398315282794,0.0,0.04658573596358119,0.0007943297079310766,0.017473789316025962,0.0,0.01986754966887417,0.0
val reminds one cheerful witches looks aurora disney sleeping beauty gbbo,['GBBO'],0,0,0,0,1,0,0,0,0,0,0,0.014956479097707491,0.0,0.01281474820143885,0.0,0.014737598849748384,0.0,0.012847514743049706,0.0,0.023557272840583322,0.0005020584396023697,0.01689301093077178,0.0,0.02163037080635668,0.0,0.01444043321299639,0.0,0.016236722306525037,0.0,0.00798801797304044,0.0,0.015282730514518596,0.0
may man live well longenough leave many joyful widows behind,[],0,0,0,0,1,0,1,0,0,0,0,0.017530955007968616,0.0,0.013489208633093523,0.0,0.016654684878983948,0.0,0.013689974726200507,0.0,0.023307989530100957,0.00045185259564213277,0.017886717456111294,0.0,0.023690406121247787,0.0005522149957049945,0.018652226233453674,0.0,0.019726858877086497,0.0,0.00998502246630055,0.0,0.0163015792154865,0.0
cops chillin pine lakes,[],0,0,0,0,0,0,0,0,0,0,0,0.0023292877283314943,0.0,0.0022482014388489208,0.0,0.0021567217828900075,0.0,0.0012636899747262005,0.0,0.0014956998628941791,0.0,0.000662471016893011,0.0,0.001324308416715715,0.0,0.0015042117930204573,0.0,0.0018209408194233688,0.0,0.0004992511233150275,0.0,0.0,0.0
every cal person snap chicfila story lol yummy,['Yummy'],0,0,0,0,1,0,1,0,0,0,0,0.013853132279024152,0.0,0.010566546762589928,0.0,0.014857416726575604,0.0,0.012636899747262006,0.0,0.021189081391000873,0.0003514409077216588,0.011924478304074199,0.0,0.01618599175985874,0.00042950055221499566,0.009025270758122744,0.0,0.012746585735963583,0.0,0.00998502246630055,0.0,0.012226184411614875,0.0
focus let love define happy let make bitter get hurt,[],0,0,0,0,0,1,1,0,1,0,0,0.0490376363859262,9.696029475929607e-05,0.036420863309352514,0.00023432923257176333,0.044452432302899594,9.428180832508368e-05,0.030749789385004212,0.0,0.07441106817898542,0.00010041168792047395,0.1076515402451143,0.001859993236388231,0.08357857563272512,0.0007976438826849919,0.030084235860409144,0.0,0.04916540212443095,0.0005499205670292069,0.018971542685971045,0.0,0.04228222109016811,0.0
whenever confronted wild animal hostile individual remember smell fear fact poop pants,"['fear', 'poop']",0,0,0,1,0,0,0,0,0,0,0,0.006865269094029667,0.0,0.0049460431654676255,0.0,0.008387251377905584,0.0,0.028854254422914914,0.0010782199568712021,0.008724915866882713,0.0,0.006293474660483604,0.0,0.012948793407886992,0.0,0.010529482551143204,0.0,0.007587253414264037,0.0,0.0044932601098352475,0.0,0.00967906265919511,0.0
xandraaa5 amayaallyn6 shut hashtags cool,[],1,1,0,0,1,0,1,0,0,0,1,0.00245188181929631,0.00038784117903718426,0.0022482014388489208,0.00046865846514352667,0.0016774502755811166,0.00018856361665016736,0.00021061499578770007,0.0,0.0017449831733765426,0.0002008233758409479,0.0009937065253395165,0.0,0.0017657445556209534,0.00024542888697999754,0.0,0.0,0.0009104704097116843,0.0,0.0004992511233150275,0.0,0.003565970453387672,0.0012547051442910915
watching melissamccarthy spy one favorite actresses last night watching theboss hilarious want meet,"['Spy', 'theboss', 'hilarious']",0,0,0,0,1,1,1,0,0,0,0,0.02807404683094275,0.0004363213264168323,0.03102517985611511,0.00046865846514352667,0.02923556194584232,0.0005185499457879602,0.02885425442291491,0.000588119976475201,0.048859528854543186,0.0012551460990059243,0.0423981450811527,0.0027054447074737905,0.038404944084755734,0.0009817155479199902,0.030685920577617327,0.0007478312892611427,0.0323216995447648,0.0006110228522546743,0.022466300549176237,0.0009917355371900827,0.023433520122261846,0.0006273525721455458
anxiety level 100,[],0,0,0,1,0,0,0,0,0,0,0,0.003432634547014834,0.0,0.0020233812949640288,0.0,0.0027558111670261203,0.0,0.02190395956192081,0.00019603999215840032,0.0021189081391000874,0.0,0.001987413050679033,0.0,0.004120070629782225,0.0,0.009025270758122744,0.0,0.0074355083459787565,0.0,0.0,0.0,0.0015282730514518594,0.0
lonelygoomba would bring touchy subject people get way offended days,[],1,0,1,1,0,0,0,1,1,0,0,0.0632585509378448,0.0005332816211761284,0.03484712230215827,0.0,0.06110711718188354,0.0005185499457879602,0.040438079191238416,0.0008821799647128017,0.03527358843325439,0.0,0.02285525008280888,0.0,0.03972925250147145,0.0,0.03850782190132371,0.0013460963206700569,0.05189681335356601,0.0005499205670292069,0.0199700449326011,0.0,0.02852776362710137,0.0
class canceled due funeral sure appropriate happy sad happy,['happy'],0,0,0,0,1,0,0,0,1,0,0,0.013240161824200073,4.848014737964803e-05,0.008992805755395683,0.0,0.013898873711957825,0.0,0.011162594776748105,0.0,0.054094478374672815,0.0009037051912842655,0.06160980457105002,0.00016909029421711193,0.0479693937610359,0.0,0.02707581227436823,0.0,0.03748103186646434,0.0010387388488329462,0.012980529206190715,0.00033057851239669424,0.015792154865002548,0.0
projection perception see someone else also level within worry,['worry'],0,0,1,1,0,0,0,1,0,0,0,0.023047689101385313,0.0007272022106947205,0.019109712230215826,0.00011716461628588167,0.02408339324227175,0.0010842407957384623,0.02211457455770851,0.0014702999411880027,0.02081515642527733,0.00025102921980118485,0.014905597880092748,0.00016909029421711193,0.026486168334314303,0.0003067861087249969,0.02286401925391095,0.0013460963206700569,0.021244309559939303,6.110228522546743e-05,0.008487269096355467,0.0,0.015792154865002545,0.0009410288582183187
lines quit take place ultimate strength start feel weary flexedbicepsmediumdarkskintone,[],0,0,0,0,1,0,1,0,0,0,0,0.014343508642883413,0.0,0.01663669064748201,0.0,0.015456506110711718,0.0,0.012636899747262006,0.0,0.02181228966720678,0.00045185259564213277,0.00960582974494866,0.0,0.025750441436138905,0.0005522149957049945,0.014741275571600484,0.0,0.019878603945371776,0.0,0.008487269096355467,0.0,0.019358125318390217,0.0
removal regardless cost lamentable answer ajvksk,[],0,0,0,0,0,0,0,0,0,0,0,0.0013485350006129705,0.0,0.0002248201438848921,0.0,0.0015576323987538943,0.0,0.0006318449873631002,0.0,0.0008724915866882713,0.0,0.0,0.0,0.0011771630370806356,0.0,0.00030084235860409147,0.0,0.00015174506828528073,0.0,0.0004992511233150275,0.0,0.0,0.0
kinda wan book vacation anyone wan tag along adventure serious,"['adventure', 'serious']",0,0,0,0,1,0,1,0,0,0,0,0.013853132279024153,0.0,0.012814748201438849,0.00023432923257176333,0.012580877066858374,0.0,0.008635214827295705,0.0,0.015455565249906518,0.0005522642835626067,0.00728718118582312,0.0,0.012654502648616832,0.0006135722174499938,0.009626955475330927,0.0,0.013201820940819425,0.0,0.010983524712930605,0.0,0.0056036678553234845,0.0
angry may case amp may unavoidable see sudden excitement become sin albertbarnes,"['angry', 'AlbertBarnes']",1,0,0,0,0,0,1,0,0,0,0,0.03677822728944465,0.0005332816211761284,0.024280575539568344,0.0,0.03402827701893123,0.0,0.02506318449873631,0.0,0.03564751339897794,0.0,0.02451142762504141,0.0,0.0364920541494997,0.0006749294391949932,0.02376654632972322,0.0,0.03262518968133536,0.0,0.017473789316025962,0.0,0.023942944472745795,0.0
dorh84607784 fantastic bet super exhilarating huggingface smilingfacewithhearteyes,[],0,0,0,0,1,1,1,0,0,0,0,0.0020840995464018637,0.0,0.006070143884892087,0.0,0.00227653965971723,0.0,0.0021061499578770007,0.0,0.011840957247912252,0.0003012350637614218,0.017886717456111298,0.0010145417653026716,0.007504414361389053,0.0003681433304699963,0.0012033694344163659,0.0,0.0028831562974203336,0.0,0.004992511233150275,0.0,0.0025471217524197657,0.0
residentadvisor thanks getting back exemplary customer service loyal customer awful residentadvisor poorservice,"['jk', 'awful', 'residentadvisor', 'poorservice']",1,0,1,0,0,0,0,0,0,0,0,0.03665563319847983,0.001502884568769089,0.009892086330935254,0.0,0.036304816678648454,0.001461368029038797,0.013689974726200507,9.801999607920016e-05,0.017574473389006605,0.00010041168792047395,0.014574362371646242,0.00016909029421711193,0.013537374926427311,6.135722174499939e-05,0.013237063778580025,0.0002991325157044571,0.023065250379362672,0.00030551142612733715,0.0054917623564653024,0.0,0.006622516556291391,0.0
much news pakistan afghanistan etc need cheery news frybread stands everyone media grim,[],1,0,1,0,1,0,0,0,1,0,0,0.03126149319602795,0.0005817617685557764,0.015962230215827336,0.0,0.03163191948238678,0.0005656908499505021,0.02358887952822241,0.0,0.027047239187336404,0.0006024701275228437,0.022524014574362376,0.0,0.02251324308416716,0.0,0.02196149217809868,0.0,0.030197268588770865,0.0007332274227056092,0.0044932601098352475,0.0,0.010697911360163017,0.0
backed pats 1011,[],0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0006744604316546763,0.00023432923257176333,0.0,0.0,0.0,0.0,0.0006232082762059081,0.00010041168792047395,0.0003312355084465055,0.0,0.00044143613890523835,0.00012271444348999877,0.0,0.0,0.0,0.0,0.0,0.0,0.0015282730514518594,0.0006273525721455458
yahweh god among warrior saves rejoice gladness,[],0,0,0,0,1,0,1,0,0,0,1,0.0031874463650852026,0.0,0.0015737410071942444,0.0,0.0026359932901988976,0.0,0.0031592249368155014,0.0,0.011965598903153435,0.00040164675168189573,0.008943358728055647,0.00033818058843422386,0.014567392583872867,0.0004908577739599951,0.0036101083032490976,0.0,0.0031866464339908953,0.0,0.0014977533699450825,0.0,0.015792154865002548,0.0018820577164366371
dapperlaughs come glasgow night working fucking gutted waiting appearance ages raging,['raging'],1,0,1,0,0,0,0,1,1,0,0,0.024641412283927917,0.0009696029475929607,0.00966726618705036,0.0,0.021327582075245627,0.0009428180832508369,0.012636899747262006,0.0,0.01371058207652998,0.0,0.0119244783040742,0.0,0.0107416127133608,0.0,0.015042117930204574,0.001645228836374514,0.016995447647951443,0.0006721251374801417,0.007488766849725412,0.0,0.005094243504839531,0.0
